id;titulo;marca;preco_original;preco_atual;desconto_pct;tem_desconto;tamanho;frete_gratis;usado;vendedor;loja;subcategoria;categoria;tag
"143927545";"chuteira de futebol de campo original da adidas x crazyfast azul - tam 41 - usada 1x";"adidas";400;400;0;false;"41";false;true;"LIGIA";"@ligiamps";"rapazes-calcados-tenis";"masculino-calcados";""
"143909901";"tênis converse all star verde";"converse";145;145;0;false;"39";false;true;"tania";"@tania-0aae6a";"rapazes-calcados-tenis";"masculino-calcados";""
"128528984";"tenis reserva azul";"reserva";350;138;60.6;true;"42";false;true;"Patrícia";"@patricia-d65486";"rapazes-calcados-tenis";"masculino-calcados";"61%"
"143816075";"sapato social masculino cns marrom";"cns";150;150;0;false;"39";false;true;"adriana";"@adriana-79db82";"rapazes-calcados-sapatos";"masculino-calcados";""
"143747763";"vans old skool";"vans";100;100;0;false;"40";false;true;"Carlos";"@carlos-368d7b";"rapazes-calcados-tenis";"masculino-calcados";""
"143267828";"tênis nike book 1 moss point 43";"nike";700;700;0;false;"43";false;true;"felipe";"@felipe-0009d6";"rapazes-calcados-tenis";"masculino-calcados";""
"140812389";"sapato wolken brogue unissex 38";"wolken";250;198;20.8;true;"38";false;true;"Maria";"@mariabarbada";"rapazes-calcados-sapatos";"masculino-calcados";"21%"
"143816073";"tênis adidas avryn original 42";"adidas";550;550;0;false;"42";false;false;"Marcelo";"@marcelo-7f8555";"rapazes-calcados-tenis";"masculino-calcados";""
"143232470";"tênis nike air force 1 branco";"nike";500;399;20.2;true;"38";false;true;"rafhael";"@rafhael-5182e9";"rapazes-calcados-tenis";"masculino-calcados";"20%"
"141923035";"tênis asics original raiden 3 - n44 semi-novo conforto ideal para corrida, caminhada e dia a dia.";"asics";300;290;3.3;true;"44";false;true;"rosely";"@rosely-afc710";"rapazes-calcados-tenis";"masculino-calcados";"3%"
"143825079";"tênis nike pegasus trail 2021 37";"nike";199;199;0;false;"37";false;true;"Cristhofer";"@crisluis";"rapazes-calcados-tenis";"masculino-calcados";""
"143641668";"tênis asics masculino bordô 42";"asics";90;90;0;false;"42";false;true;"Maria";"@maria-a9a6bb";"rapazes-calcados-tenis";"masculino-calcados";""
"143469729";"tênis asics novablast 3 cinza 40";"asics";400;350;12.5;true;"40";false;true;"luis";"@luis-f2ddcb";"rapazes-calcados-tenis";"masculino-calcados";"barateou"
"141865210";"chinelo calvin klein laranja 38";"calvin klein";70;62;11.4;true;"38";false;true;"Matheus";"@matheus-e4666e";"rapazes-calcados-sandalias";"masculino-calcados";"11%"
"143700967";"exclusivo tênis puma ferrari vermelho";"puma";350;350;0;false;"43";false;true;"antonio";"@antonio-1516b6";"rapazes-calcados-tenis";"masculino-calcados";""
"143883803";"tênis oakley preto 35";"oakley";300;300;0;false;"37";false;true;"carolina";"@carolina-a84985";"rapazes-calcados-tenis";"masculino-calcados";""
"138649484";"mocassim versace de camurça";"versace";1750;950;45.7;true;"43";false;true;"henrique";"@henrique-f63e8e";"rapazes-calcados-sapatos";"masculino-calcados";"46%"
"142465874";"tênis asics gel kayano 31 masculino 41";"asics";548;450;17.9;true;"41";false;true;"Ariane";"@ariane-7500a8";"rapazes-calcados-tenis";"masculino-calcados";"18%"
"121505607";"sapato couro preto bally";"bally";1250;875;30;true;"42";false;true;"Patrícia";"@patricia-d65486";"rapazes-calcados-sapatos";"masculino-calcados";"30%"
"142631646";"chuteira adidas nemeziz 2017";"adidas";250;100;60;true;"42";false;true;"danilo";"@danilo-kriok";"rapazes-calcados-tenis";"masculino-calcados";"60%"
"140254203";"tênis osklen de couro bege 40";"osklen";210;195;7.1;true;"40";false;true;"Fernando";"@fernando-fc7557";"rapazes-calcados-tenis";"masculino-calcados";"7%"
"142513229";"tênis degalls masculino verde militar";"degalls";200;182;9;true;"39";false;true;"Thais";"@thais-fe5539";"rapazes-calcados-tenis";"masculino-calcados";"9%"
"142190677";"tênis puma rebound joy bdp 42";"puma";250;242;3.2;true;"42";false;true;"Evandro";"@evandro-254a7c";"rapazes-calcados-tenis";"masculino-calcados";"3%"
"139108719";"tênis nike sb air jordan 4 pine green";"nike sportswear";840;460;45.2;true;"38";false;true;"victor";"@vixtor";"rapazes-calcados-tenis";"masculino-calcados";"45%"
"143849029";"adidas ultraboost 21 - original - branco - esporte - corrida - academia - treino - esporte";"adidas";500;500;0;false;"42";false;true;"Naldo";"@naldo-a31a1c";"rapazes-calcados-tenis";"masculino-calcados";""
"143803437";"tênis new balance  fresh foam 1080 preto tam 40";"new balance";599;559;6.7;true;"40";false;true;"juliana";"@juliana-b4b02e";"rapazes-calcados-tenis";"masculino-calcados";"barateou"
"143763486";"tênis osklen masculino cinza";"osklen";69;69;0;false;"40";false;true;"ryan";"@ryan-b6a4bc";"rapazes-calcados-tenis";"masculino-calcados";""
"143834027";"tênis jordan preto e vermelho número 41";"jordan";330;330;0;false;"41";false;true;"valeria";"@davalery";"rapazes-calcados-tenis";"masculino-calcados";""
"143542079";"tênis lacoste masculino verde militar";"lacoste";500;500;0;false;"42";false;false;"jota";"@julia-c9c04b";"rapazes-calcados-tenis";"masculino-calcados";""
"143157929";"tênis converse all star branco 37";"converse";85;80;5.9;true;"37";false;true;"maria";"@maria-17ec01";"rapazes-calcados-tenis";"masculino-calcados";"6%"
"141985738";"tênis new balance 2000 unissex cinza branco - novo na caixa";"new balance";1539;1539;0;false;"42";false;false;"Felipe";"@felipe-3808c1";"rapazes-calcados-tenis";"masculino-calcados";""
"141548682";"tênis nike air max plus tn branco 41";"nike";500;500;0;false;"41";false;true;"eduardo";"@eduardo-01c06c";"rapazes-calcados-tenis";"masculino-calcados";""
"142725885";"tênis vans upland preto masculino";"vans";299;251;16.1;true;"41";false;true;"levin";"@levinbrecho";"rapazes-calcados-tenis";"masculino-calcados";"barateou"
"142085188";"bota masculina tony lama 41";"tony lama";1450;1015;30;true;"41";false;true;"jeová";"@jeova-743783";"rapazes-calcados-botas";"masculino-calcados";"30%"
"142387661";"tênis vans authentic azul";"vans";280;237;15.4;true;"41";false;false;"levin";"@levinbrecho";"rapazes-calcados-tenis";"masculino-calcados";"15%"
"143927566";"tênis nike md runner original n43br";"nike";455;455;0;false;"43";false;false;"paulo";"@paulo-afec8b";"rapazes-calcados-tenis";"masculino-calcados";""
"143020754";"tênis converse chuck 70 preto 40";"converse";499;369;26.1;true;"40";false;true;"Flavio";"@flaviounr";"rapazes-calcados-tenis";"masculino-calcados";"26%"
"143898867";"adidas tree young 3 - tam 40";"adidas";850;850;0;false;"40";false;true;"sophia";"@sophia-8b8e2e";"rapazes-calcados-tenis";"masculino-calcados";""
"143816099";"kit desodorante antitranspirante principia";"principia";60;60;0;false;"";false;false;"Isabella";"@cristina179";"";"masculino-calcados";""
"143838165";"tênis adidas runfalcon 2 preto 39";"adidas";200;180;10;true;"39";false;true;"daniel";"@daniel-cd9459";"rapazes-calcados-tenis";"masculino-calcados";"barateou"
"143827881";"tênis masculino casual retro esportivo confortável cinza branco amortecedor respirável academia 42";"jéssica vasconcelos";198;198;0;false;"42";false;false;"Jéssica";"@jessica-b7db09";"rapazes-calcados-tenis";"masculino-calcados";""
"140878819";"sapato mocassim marrom tanino crisci";"tanino crisci";800;580;27.5;true;"41";false;true;"enjoei";"@enjoei-pro";"rapazes-calcados-sapatos";"masculino-calcados";"28%"
"143584887";"tênis nike air jordan 1 low og unc";"nike";850;850;0;false;"42";false;true;"Giovanni";"@giovanni-f10937";"rapazes-calcados-tenis";"masculino-calcados";""
"143303046";"tênis osklen hybrid laces nobuck 41";"osklen";647;614;5.1;true;"41";false;true;"rodrigo";"@rohdriigo";"rapazes-calcados-tenis";"masculino-calcados";"barateou"
"143268360";"tênis nike book 1 sedona 42,5";"nike";700;700;0;false;"42";false;true;"felipe";"@felipe-0009d6";"rapazes-calcados-tenis";"masculino-calcados";""
"143303322";"tênis osklen soho couro gasto, bege, 41";"osklen";587;557;5.1;true;"41";false;false;"rodrigo";"@rohdriigo";"rapazes-calcados-tenis";"masculino-calcados";"barateou"
"143055206";"tênis osklen soho soft club bege 41";"osklen";354;336;5.1;true;"41";false;true;"rodrigo";"@rohdriigo";"rapazes-calcados-tenis";"masculino-calcados";"barateou"
"135137555";"tornozeleira tipo bota com cadarço de fixação - marca mercur - tamanho p";"mercur";40;35;12.5;true;"";false;true;"Guilherme";"@guilhermep93";"";"masculino-calcados";"13%"
"143927545";"chuteira de futebol de campo original da adidas x crazyfast azul - tam 41 - usada 1x";"adidas";400;400;0;false;"41";false;true;"LIGIA";"@ligiamps";"rapazes-calcados-tenis";"masculino-calcados";""
"143909901";"tênis converse all star verde";"converse";145;145;0;false;"39";false;true;"tania";"@tania-0aae6a";"rapazes-calcados-tenis";"masculino-calcados";""
"128528984";"tenis reserva azul";"reserva";350;138;60.6;true;"42";false;true;"Patrícia";"@patricia-d65486";"rapazes-calcados-tenis";"masculino-calcados";"61%"
"143816075";"sapato social masculino cns marrom";"cns";150;150;0;false;"39";false;true;"adriana";"@adriana-79db82";"rapazes-calcados-sapatos";"masculino-calcados";""
"143747763";"vans old skool";"vans";100;100;0;false;"40";false;true;"Carlos";"@carlos-368d7b";"rapazes-calcados-tenis";"masculino-calcados";""
"143267828";"tênis nike book 1 moss point 43";"nike";700;700;0;false;"43";false;true;"felipe";"@felipe-0009d6";"rapazes-calcados-tenis";"masculino-calcados";""
"140812389";"sapato wolken brogue unissex 38";"wolken";250;198;20.8;true;"38";false;true;"Maria";"@mariabarbada";"rapazes-calcados-sapatos";"masculino-calcados";"21%"
"143816073";"tênis adidas avryn original 42";"adidas";550;550;0;false;"42";false;false;"Marcelo";"@marcelo-7f8555";"rapazes-calcados-tenis";"masculino-calcados";""
"143232470";"tênis nike air force 1 branco";"nike";500;399;20.2;true;"38";false;true;"rafhael";"@rafhael-5182e9";"rapazes-calcados-tenis";"masculino-calcados";"20%"
"141923035";"tênis asics original raiden 3 - n44 semi-novo conforto ideal para corrida, caminhada e dia a dia.";"asics";300;290;3.3;true;"44";false;true;"rosely";"@rosely-afc710";"rapazes-calcados-tenis";"masculino-calcados";"3%"
"143825079";"tênis nike pegasus trail 2021 37";"nike";199;199;0;false;"37";false;true;"Cristhofer";"@crisluis";"rapazes-calcados-tenis";"masculino-calcados";""
"143641668";"tênis asics masculino bordô 42";"asics";90;90;0;false;"42";false;true;"Maria";"@maria-a9a6bb";"rapazes-calcados-tenis";"masculino-calcados";""
"143469729";"tênis asics novablast 3 cinza 40";"asics";400;350;12.5;true;"40";false;true;"luis";"@luis-f2ddcb";"rapazes-calcados-tenis";"masculino-calcados";"barateou"
"141865210";"chinelo calvin klein laranja 38";"calvin klein";70;62;11.4;true;"38";false;true;"Matheus";"@matheus-e4666e";"rapazes-calcados-sandalias";"masculino-calcados";"11%"
"143700967";"exclusivo tênis puma ferrari vermelho";"puma";350;350;0;false;"43";false;true;"antonio";"@antonio-1516b6";"rapazes-calcados-tenis";"masculino-calcados";""
"143883803";"tênis oakley preto 35";"oakley";300;300;0;false;"37";false;true;"carolina";"@carolina-a84985";"rapazes-calcados-tenis";"masculino-calcados";""
"138649484";"mocassim versace de camurça";"versace";1750;950;45.7;true;"43";false;true;"henrique";"@henrique-f63e8e";"rapazes-calcados-sapatos";"masculino-calcados";"46%"
"142465874";"tênis asics gel kayano 31 masculino 41";"asics";548;450;17.9;true;"41";false;true;"Ariane";"@ariane-7500a8";"rapazes-calcados-tenis";"masculino-calcados";"18%"
"121505607";"sapato couro preto bally";"bally";1250;875;30;true;"42";false;true;"Patrícia";"@patricia-d65486";"rapazes-calcados-sapatos";"masculino-calcados";"30%"
"142631646";"chuteira adidas nemeziz 2017";"adidas";250;100;60;true;"42";false;true;"danilo";"@danilo-kriok";"rapazes-calcados-tenis";"masculino-calcados";"60%"
"140254203";"tênis osklen de couro bege 40";"osklen";210;195;7.1;true;"40";false;true;"Fernando";"@fernando-fc7557";"rapazes-calcados-tenis";"masculino-calcados";"7%"
"142513229";"tênis degalls masculino verde militar";"degalls";200;182;9;true;"39";false;true;"Thais";"@thais-fe5539";"rapazes-calcados-tenis";"masculino-calcados";"9%"
"142190677";"tênis puma rebound joy bdp 42";"puma";250;242;3.2;true;"42";false;true;"Evandro";"@evandro-254a7c";"rapazes-calcados-tenis";"masculino-calcados";"3%"
"139108719";"tênis nike sb air jordan 4 pine green";"nike sportswear";840;460;45.2;true;"38";false;true;"victor";"@vixtor";"rapazes-calcados-tenis";"masculino-calcados";"45%"
"143849029";"adidas ultraboost 21 - original - branco - esporte - corrida - academia - treino - esporte";"adidas";500;500;0;false;"42";false;true;"Naldo";"@naldo-a31a1c";"rapazes-calcados-tenis";"masculino-calcados";""
"143803437";"tênis new balance  fresh foam 1080 preto tam 40";"new balance";599;559;6.7;true;"40";false;true;"juliana";"@juliana-b4b02e";"rapazes-calcados-tenis";"masculino-calcados";"barateou"
"143763486";"tênis osklen masculino cinza";"osklen";69;69;0;false;"40";false;true;"ryan";"@ryan-b6a4bc";"rapazes-calcados-tenis";"masculino-calcados";""
"143547486";"colete infantil ser garoto amarelo 2";"sem  marca";49;47;4.1;true;"2";false;true;"Douglas";"@karina-18347a";"kids-roupas-menino";"infantil-roupas";"4%"
"143281066";"conjunto gap e renner 2 anos";"gap";88;88;0;false;"2";false;true;"Thais";"@thais-prochnow";"kids-roupas-menino";"infantil-roupas";""
"116222116";"pijama infantil  feminino lilo e stitch";"mimos duda";60;21;65;true;"M";false;false;"faz";"@fazestilo";"kids-roupas-menina";"infantil-roupas";"65%"
"143894222";"conjunto infantil rosa 3-6 meses";"seren";35;35;0;false;"M";false;true;"lucélia";"@seren";"kids-roupas-menina";"infantil-roupas";""
"143875372";"blusa gola alta zara bege 2-3 anos";"zara";39;39;0;false;"2";false;true;"MILENA";"@milena-9d7a42";"kids-roupas-menina";"infantil-roupas";""
"143784171";"vestido junino infantil colorido 10";"sem  marca";60;60;0;false;"10";false;true;"Douglas";"@karina-18347a";"kids-roupas-menina";"infantil-roupas";""
"143567667";"blusa infantil little girl rosa com capuz";"little girl";60;58;3.3;true;"1";false;true;"letícia";"@leticia-45af99";"kids-roupas-menina";"infantil-roupas";"3%"
"143474661";"mandrião de batizado branco 3-6 meses";"europa";230;223;3;true;"3 meses";false;true;"Estefânia";"@estefania-583602";"kids-roupas-bebe";"infantil-roupas";"3%"
"143110615";"body social baby gap listrado 12 a 18m";"gap";60;60;0;false;"12 meses";false;true;"luana";"@luanamc";"kids-roupas-bebe";"infantil-roupas";""
"143091084";"conjunto carters 6 meses";"carters";60;40;33.3;true;"6 meses";false;true;"taisy";"@taisy-a7a367";"kids-roupas-bebe";"infantil-roupas";"33%"
"142287039";"camisa infantil rosa linho 2/3";"zara";44;36;18.2;true;"3";false;true;"Juliana";"@juliana-9ae7a1";"kids-roupas-menino";"infantil-roupas";"18%"
"140592687";"vestido infantil carters joaninhas";"carters";65;50;23.1;true;"1";false;false;"Claudia";"@eunice-31";"kids-roupas-menina";"infantil-roupas";"23%"
"138915204";"blusa de frio zara boys azul e amarela";"zara";150;110;26.7;true;"13";false;true;"milena";"@milena-04b207";"kids-roupas-menino";"infantil-roupas";"barateou"
"143547097";"calça moletom yearp amarela 10";"yearp";50;48;4;true;"10";false;false;"Douglas";"@karina-18347a";"kids-roupas-menino";"infantil-roupas";"4%"
"142978127";"legging decathlon menina 10-11 anos";"décathlon";60;57;5;true;"10";false;true;"JESSICA";"@jeiasana";"kids-roupas-menina";"infantil-roupas";"5%"
"143894129";"conjunto infantil gap 02";"gap";100;100;0;false;"2";false;true;"lucélia";"@seren";"kids-roupas-menina";"infantil-roupas";""
"143546193";"calça moletom infantil camuflada 8";"sem  marca";30;29;3.3;true;"8";false;true;"Douglas";"@karina-18347a";"kids-roupas-menino";"infantil-roupas";"3%"
"143546300";"cardigan infantil zara rosa";"sem  marca";35;33;5.7;true;"5";false;true;"Douglas";"@karina-18347a";"kids-roupas-menina";"infantil-roupas";"6%"
"143894377";"conjunto infantil nina cinza e azul 6";"nina";25;25;0;false;"6";false;true;"lucélia";"@seren";"kids-roupas-menina";"infantil-roupas";""
"142985332";"legging charpey rosa 16";"charpey";129;122;5.4;true;"16";false;false;"JESSICA";"@jeiasana";"kids-roupas-menina";"infantil-roupas";"barateou"
"142069900";"casaco have fun infantil 8 anos";"have fun";45;37;17.8;true;"8";false;true;"JESSICA";"@jeiasana";"kids-roupas-menina";"infantil-roupas";"barateou"
"143808604";"conjunto junino";"feito em ateliê.";175;175;0;false;"7";false;true;"larissa";"@larissa-3b434f";"kids-roupas-menina";"infantil-roupas";""
"143646653";"bermuda infantil acetinada, kronborg, tamanho 6";"kronborg";47;47;0;false;"6";false;true;"leonardo";"@leonardo-89bebf";"kids-roupas-menino";"infantil-roupas";""
"143492580";"colete infantil fuzarka de pelinhos marrom tam 8 anos lindo";"fuzarka";79;79;0;false;"8";false;true;"Gabriela";"@gabriela-a1c221";"kids-roupas-menina";"infantil-roupas";""
"143366339";"moletom baby way bege 6 a 9 meses";"baby way";39;37;5.1;true;"G";false;true;"lucca";"@lucca-19d684";"kids-roupas-menina";"infantil-roupas";"5%"
"143256386";"trio de bodies teddy boom";"teddy boom .";60;60;0;false;"P";false;true;"Lojinha";"@natana-6d4b68";"kids-roupas-menina";"infantil-roupas";""
"142970048";"conjunto carters bebê 3m";"carters";99;99;0;false;"P";false;false;"chiklets";"@chikletskid";"kids-roupas-menina";"infantil-roupas";""
"142365443";"blusa infantil nic verde";"nic";10;9;10;true;"6";false;true;"solange";"@solange-bbb474";"kids-roupas-menino";"infantil-roupas";"10%"
"143367576";"blusa jordan infantil preta 12 meses";"jordan";99;99;0;false;"1";false;true;"luciana";"@luciana-a490da";"kids-roupas-menino";"infantil-roupas";""
"143302954";"colete infantil poim branco estrelas";"póim.";70;70;0;false;"3";false;true;"carla";"@carla-5f0c07";"kids-roupas-menina";"infantil-roupas";""
"142900689";"casaco epk oncinha 18 meses";"epk";99;89;10.1;true;"18 meses";false;true;"JESSICA";"@jeiasana";"kids-roupas-bebe";"infantil-roupas";"barateou"
"142385804";"moletom old navy active preto 8 anos";"old navy";79;79;0;false;"8";false;true;"Juliana";"@juliana-53e844";"kids-roupas-menino";"infantil-roupas";""
"140408510";"kit com 3 peças bebê macacão longo e conjunto longo carter's - tamanho 9 meses";"carters";90;72;20;true;"9 meses";false;true;"Lucas";"@lucas-14c71e";"kids-roupas-bebe";"infantil-roupas";"20%"
"139484284";"shorts saia preto tricô zara";"zara";40;40;0;false;"9";false;true;"fernanda";"@fernanda-berendt";"kids-roupas-menina";"infantil-roupas";""
"142362085";"jaqueta infantil azul dupla face";"sem  marca";40;40;0;false;"4";false;true;"claudete";"@claudete-a15e18";"kids-roupas-menino";"infantil-roupas";""
"143948240";"kit 4 peças tommy hilfiger menina 6-7 anos";"tommy hilfiger";48;48;0;false;"P";false;true;"Maurício";"@mauricio-50c0c1";"kids-roupas-menina";"infantil-roupas";""
"143828665";"moletom gap kids amarelo com capuz";"gap";100;100;0;false;"12";false;true;"Nicole";"@nicole-c86e05";"kids-roupas-menina";"infantil-roupas";""
"143531651";"macacão h&amp;m listrado baby 3/6 meses";"h&m";59;59;0;false;"3 meses";false;true;"JESSICA";"@jeiasana";"kids-roupas-bebe";"infantil-roupas";""
"141445676";"calça infantil absolute jeans bege estilosa e confortável";"absulute jeans";40;28;30;true;"6";false;true;"eloiza";"@eloiza-7f9dfc";"kids-roupas-menino";"infantil-roupas";"30%"
"143948237";"vestido junino rosa e branco";"caipira";65;65;0;false;"6";false;true;"sandra";"@sanra-bda22e";"kids-roupas-menina";"infantil-roupas";""
"142401638";"body baby minnie disney rosa 9-12 meses";"disney";35;31;11.4;true;"9 meses";false;true;"JESSICA";"@jeiasana";"kids-roupas-bebe";"infantil-roupas";"barateou"
"143856951";"calça impermeável para neve unissex 10 anos";"sem  marca";80;80;0;false;"10";false;true;"vania";"@vania-b59343";"kids-roupas-menino";"infantil-roupas";""
"143522852";"bermuda trick xadrez menino 8";"trick";36;36;0;false;"8";false;true;"JESSICA";"@jeiasana";"kids-roupas-menino";"infantil-roupas";""
"143067544";"camiseta infantil psg mbappe 11 anos";"nike";198;198;0;false;"M";false;true;"luciana";"@luciana-b19563";"kids-roupas-menino";"infantil-roupas";""
"142909880";"macaquinho vermelho abstrata green";"green";39;39;0;false;"12 meses";false;true;"enjoei";"@enjoei-pro";"kids-roupas-bebe";"infantil-roupas";""
"142702385";"vestido tutu beans fly tiffany";"beans fly";65;65;0;false;"18 meses";false;true;"Isabela";"@isabmonteiro";"kids-roupas-bebe";"infantil-roupas";""
"141585507";"calça de sarja infantil bege 13/14";"pull &bear";100;100;0;false;"14";false;true;"jéssica";"@jessica-f8f845";"kids-roupas-menino";"infantil-roupas";""
"143898864";"vestido juvenil elian preto 14";"elian";80;80;0;false;"14";false;true;"beija";"@maria-7bcdc8";"kids-roupas-menina";"infantil-roupas";""
"143547486";"colete infantil ser garoto amarelo 2";"sem  marca";49;47;4.1;true;"2";false;true;"Douglas";"@karina-18347a";"kids-roupas-menino";"infantil-roupas";"4%"
"143281066";"conjunto gap e renner 2 anos";"gap";88;88;0;false;"2";false;true;"Thais";"@thais-prochnow";"kids-roupas-menino";"infantil-roupas";""
"116222116";"pijama infantil  feminino lilo e stitch";"mimos duda";60;21;65;true;"M";false;false;"faz";"@fazestilo";"kids-roupas-menina";"infantil-roupas";"65%"
"143894222";"conjunto infantil rosa 3-6 meses";"seren";35;35;0;false;"M";false;true;"lucélia";"@seren";"kids-roupas-menina";"infantil-roupas";""
"143875372";"blusa gola alta zara bege 2-3 anos";"zara";39;39;0;false;"2";false;true;"MILENA";"@milena-9d7a42";"kids-roupas-menina";"infantil-roupas";""
"143784171";"vestido junino infantil colorido 10";"sem  marca";60;60;0;false;"10";false;true;"Douglas";"@karina-18347a";"kids-roupas-menina";"infantil-roupas";""
"143567667";"blusa infantil little girl rosa com capuz";"little girl";60;58;3.3;true;"1";false;true;"letícia";"@leticia-45af99";"kids-roupas-menina";"infantil-roupas";"3%"
"143474661";"mandrião de batizado branco 3-6 meses";"europa";230;223;3;true;"3 meses";false;true;"Estefânia";"@estefania-583602";"kids-roupas-bebe";"infantil-roupas";"3%"
"143110615";"body social baby gap listrado 12 a 18m";"gap";60;60;0;false;"12 meses";false;true;"luana";"@luanamc";"kids-roupas-bebe";"infantil-roupas";""
"143091084";"conjunto carters 6 meses";"carters";60;40;33.3;true;"6 meses";false;true;"taisy";"@taisy-a7a367";"kids-roupas-bebe";"infantil-roupas";"33%"
"142287039";"camisa infantil rosa linho 2/3";"zara";44;36;18.2;true;"3";false;true;"Juliana";"@juliana-9ae7a1";"kids-roupas-menino";"infantil-roupas";"18%"
"140592687";"vestido infantil carters joaninhas";"carters";65;50;23.1;true;"1";false;false;"Claudia";"@eunice-31";"kids-roupas-menina";"infantil-roupas";"23%"
"138915204";"blusa de frio zara boys azul e amarela";"zara";150;110;26.7;true;"13";false;true;"milena";"@milena-04b207";"kids-roupas-menino";"infantil-roupas";"barateou"
"143547097";"calça moletom yearp amarela 10";"yearp";50;48;4;true;"10";false;false;"Douglas";"@karina-18347a";"kids-roupas-menino";"infantil-roupas";"4%"
"142978127";"legging decathlon menina 10-11 anos";"décathlon";60;57;5;true;"10";false;true;"JESSICA";"@jeiasana";"kids-roupas-menina";"infantil-roupas";"5%"
"143894129";"conjunto infantil gap 02";"gap";100;100;0;false;"2";false;true;"lucélia";"@seren";"kids-roupas-menina";"infantil-roupas";""
"143546193";"calça moletom infantil camuflada 8";"sem  marca";30;29;3.3;true;"8";false;true;"Douglas";"@karina-18347a";"kids-roupas-menino";"infantil-roupas";"3%"
"143546300";"cardigan infantil zara rosa";"sem  marca";35;33;5.7;true;"5";false;true;"Douglas";"@karina-18347a";"kids-roupas-menina";"infantil-roupas";"6%"
"143894377";"conjunto infantil nina cinza e azul 6";"nina";25;25;0;false;"6";false;true;"lucélia";"@seren";"kids-roupas-menina";"infantil-roupas";""
"142985332";"legging charpey rosa 16";"charpey";129;122;5.4;true;"16";false;false;"JESSICA";"@jeiasana";"kids-roupas-menina";"infantil-roupas";"barateou"
"142069900";"casaco have fun infantil 8 anos";"have fun";45;37;17.8;true;"8";false;true;"JESSICA";"@jeiasana";"kids-roupas-menina";"infantil-roupas";"barateou"
"143808604";"conjunto junino";"feito em ateliê.";175;175;0;false;"7";false;true;"larissa";"@larissa-3b434f";"kids-roupas-menina";"infantil-roupas";""
"143646653";"bermuda infantil acetinada, kronborg, tamanho 6";"kronborg";47;47;0;false;"6";false;true;"leonardo";"@leonardo-89bebf";"kids-roupas-menino";"infantil-roupas";""
"143492580";"colete infantil fuzarka de pelinhos marrom tam 8 anos lindo";"fuzarka";79;79;0;false;"8";false;true;"Gabriela";"@gabriela-a1c221";"kids-roupas-menina";"infantil-roupas";""
"143366339";"moletom baby way bege 6 a 9 meses";"baby way";39;37;5.1;true;"G";false;true;"lucca";"@lucca-19d684";"kids-roupas-menina";"infantil-roupas";"5%"
"143256386";"trio de bodies teddy boom";"teddy boom .";60;60;0;false;"P";false;true;"Lojinha";"@natana-6d4b68";"kids-roupas-menina";"infantil-roupas";""
"142970048";"conjunto carters bebê 3m";"carters";99;99;0;false;"P";false;false;"chiklets";"@chikletskid";"kids-roupas-menina";"infantil-roupas";""
"142365443";"blusa infantil nic verde";"nic";10;9;10;true;"6";false;true;"solange";"@solange-bbb474";"kids-roupas-menino";"infantil-roupas";"10%"
"143367576";"blusa jordan infantil preta 12 meses";"jordan";99;99;0;false;"1";false;true;"luciana";"@luciana-a490da";"kids-roupas-menino";"infantil-roupas";""
"143302954";"colete infantil poim branco estrelas";"póim.";70;70;0;false;"3";false;true;"carla";"@carla-5f0c07";"kids-roupas-menina";"infantil-roupas";""
"142900689";"casaco epk oncinha 18 meses";"epk";99;89;10.1;true;"18 meses";false;true;"JESSICA";"@jeiasana";"kids-roupas-bebe";"infantil-roupas";"barateou"
"142385804";"moletom old navy active preto 8 anos";"old navy";79;79;0;false;"8";false;true;"Juliana";"@juliana-53e844";"kids-roupas-menino";"infantil-roupas";""
"140408510";"kit com 3 peças bebê macacão longo e conjunto longo carter's - tamanho 9 meses";"carters";90;72;20;true;"9 meses";false;true;"Lucas";"@lucas-14c71e";"kids-roupas-bebe";"infantil-roupas";"20%"
"139484284";"shorts saia preto tricô zara";"zara";40;40;0;false;"9";false;true;"fernanda";"@fernanda-berendt";"kids-roupas-menina";"infantil-roupas";""
"142362085";"jaqueta infantil azul dupla face";"sem  marca";40;40;0;false;"4";false;true;"claudete";"@claudete-a15e18";"kids-roupas-menino";"infantil-roupas";""
"143948240";"kit 4 peças tommy hilfiger menina 6-7 anos";"tommy hilfiger";48;48;0;false;"P";false;true;"Maurício";"@mauricio-50c0c1";"kids-roupas-menina";"infantil-roupas";""
"143828665";"moletom gap kids amarelo com capuz";"gap";100;100;0;false;"12";false;true;"Nicole";"@nicole-c86e05";"kids-roupas-menina";"infantil-roupas";""
"143531651";"macacão h&amp;m listrado baby 3/6 meses";"h&m";59;59;0;false;"3 meses";false;true;"JESSICA";"@jeiasana";"kids-roupas-bebe";"infantil-roupas";""
"141445676";"calça infantil absolute jeans bege estilosa e confortável";"absulute jeans";40;28;30;true;"6";false;true;"eloiza";"@eloiza-7f9dfc";"kids-roupas-menino";"infantil-roupas";"30%"
"143948237";"vestido junino rosa e branco";"caipira";65;65;0;false;"6";false;true;"sandra";"@sanra-bda22e";"kids-roupas-menina";"infantil-roupas";""
"142401638";"body baby minnie disney rosa 9-12 meses";"disney";35;31;11.4;true;"9 meses";false;true;"JESSICA";"@jeiasana";"kids-roupas-bebe";"infantil-roupas";"barateou"
